dut_data:78, torch_data:77, c:15, w:0, h:0, i+1:16, err:1.0 
dut_data:91, torch_data:90, c:6, w:93, h:9, i+1:24535, err:1.0 
dut_data:80, torch_data:79, c:11, w:93, h:9, i+1:24540, err:1.0 
dut_data:84, torch_data:83, c:14, w:93, h:9, i+1:24543, err:1.0 
dut_data:87, torch_data:86, c:2, w:96, h:9, i+1:24579, err:1.0 
dut_data:82, torch_data:81, c:6, w:97, h:9, i+1:24599, err:1.0 
dut_data:84, torch_data:83, c:14, w:97, h:9, i+1:24607, err:1.0 
dut_data:81, torch_data:80, c:7, w:99, h:9, i+1:24632, err:1.0 
dut_data:78, torch_data:77, c:5, w:101, h:9, i+1:24662, err:1.0 
dut_data:80, torch_data:79, c:7, w:106, h:9, i+1:24744, err:1.0 
dut_data:84, torch_data:83, c:9, w:107, h:9, i+1:24762, err:1.0 
dut_data:88, torch_data:87, c:10, w:112, h:9, i+1:24843, err:1.0 
dut_data:89, torch_data:88, c:8, w:115, h:9, i+1:24889, err:1.0 
dut_data:80, torch_data:79, c:3, w:116, h:9, i+1:24900, err:1.0 
dut_data:80, torch_data:79, c:10, w:117, h:9, i+1:24923, err:1.0 
dut_data:85, torch_data:84, c:2, w:118, h:9, i+1:24931, err:1.0 
dut_data:80, torch_data:79, c:11, w:122, h:9, i+1:25004, err:1.0 
dut_data:77, torch_data:76, c:0, w:126, h:9, i+1:25057, err:1.0 
dut_data:80, torch_data:79, c:13, w:128, h:9, i+1:25102, err:1.0 
dut_data:80, torch_data:79, c:6, w:131, h:9, i+1:25143, err:1.0 
dut_data:81, torch_data:80, c:3, w:132, h:9, i+1:25156, err:1.0 
dut_data:77, torch_data:76, c:5, w:133, h:9, i+1:25174, err:1.0 
dut_data:78, torch_data:77, c:11, w:138, h:9, i+1:25260, err:1.0 
dut_data:77, torch_data:76, c:3, w:142, h:9, i+1:25316, err:1.0 
dut_data:79, torch_data:78, c:5, w:144, h:9, i+1:25350, err:1.0 
dut_data:86, torch_data:85, c:3, w:150, h:9, i+1:25444, err:1.0 
dut_data:82, torch_data:81, c:10, w:150, h:9, i+1:25451, err:1.0 
dut_data:87, torch_data:86, c:8, w:151, h:9, i+1:25465, err:1.0 
dut_data:77, torch_data:76, c:4, w:155, h:9, i+1:25525, err:1.0 
dut_data:82, torch_data:81, c:14, w:159, h:9, i+1:25599, err:1.0 
dut_data:78, torch_data:77, c:2, w:2, h:10, i+1:25635, err:1.0 
dut_data:94, torch_data:93, c:6, w:3, h:10, i+1:25655, err:1.0 
dut_data:80, torch_data:79, c:1, w:11, h:10, i+1:25778, err:1.0 
dut_data:78, torch_data:77, c:7, w:12, h:10, i+1:25800, err:1.0 
dut_data:83, torch_data:82, c:5, w:17, h:10, i+1:25878, err:1.0 
dut_data:79, torch_data:78, c:3, w:18, h:10, i+1:25892, err:1.0 
dut_data:83, torch_data:82, c:10, w:21, h:10, i+1:25947, err:1.0 
dut_data:84, torch_data:83, c:10, w:22, h:10, i+1:25963, err:1.0 
dut_data:80, torch_data:79, c:7, w:28, h:10, i+1:26056, err:1.0 
dut_data:78, torch_data:77, c:14, w:33, h:10, i+1:26143, err:1.0 
dut_data:86, torch_data:85, c:1, w:34, h:10, i+1:26146, err:1.0 
dut_data:99, torch_data:98, c:6, w:35, h:10, i+1:26167, err:1.0 
dut_data:77, torch_data:76, c:8, w:35, h:10, i+1:26169, err:1.0 
dut_data:84, torch_data:83, c:1, w:36, h:10, i+1:26178, err:1.0 
dut_data:81, torch_data:80, c:5, w:38, h:10, i+1:26214, err:1.0 
dut_data:81, torch_data:80, c:0, w:41, h:10, i+1:26257, err:1.0 
dut_data:79, torch_data:78, c:7, w:41, h:10, i+1:26264, err:1.0 
dut_data:93, torch_data:92, c:10, w:43, h:10, i+1:26299, err:1.0 
dut_data:80, torch_data:79, c:14, w:43, h:10, i+1:26303, err:1.0 
dut_data:77, torch_data:76, c:7, w:44, h:10, i+1:26312, err:1.0 
dut_data:80, torch_data:79, c:3, w:46, h:10, i+1:26340, err:1.0 
dut_data:84, torch_data:83, c:3, w:50, h:10, i+1:26404, err:1.0 
dut_data:79, torch_data:78, c:8, w:51, h:10, i+1:26425, err:1.0 
dut_data:87, torch_data:86, c:1, w:52, h:10, i+1:26434, err:1.0 
dut_data:84, torch_data:83, c:10, w:53, h:10, i+1:26459, err:1.0 
dut_data:88, torch_data:87, c:10, w:54, h:10, i+1:26475, err:1.0 
dut_data:81, torch_data:80, c:7, w:57, h:10, i+1:26520, err:1.0 
dut_data:85, torch_data:84, c:0, w:60, h:10, i+1:26561, err:1.0 
dut_data:79, torch_data:78, c:15, w:61, h:10, i+1:26592, err:1.0 
dut_data:77, torch_data:76, c:11, w:65, h:10, i+1:26652, err:1.0 
dut_data:82, torch_data:81, c:1, w:66, h:10, i+1:26658, err:1.0 
dut_data:77, torch_data:76, c:4, w:69, h:10, i+1:26709, err:1.0 
dut_data:77, torch_data:76, c:1, w:71, h:10, i+1:26738, err:1.0 
dut_data:81, torch_data:80, c:9, w:71, h:10, i+1:26746, err:1.0 
dut_data:83, torch_data:82, c:3, w:74, h:10, i+1:26788, err:1.0 
dut_data:80, torch_data:79, c:14, w:74, h:10, i+1:26799, err:1.0 
dut_data:82, torch_data:81, c:14, w:79, h:10, i+1:26879, err:1.0 
dut_data:77, torch_data:76, c:11, w:81, h:10, i+1:26908, err:1.0 
dut_data:90, torch_data:89, c:7, w:82, h:10, i+1:26920, err:1.0 
dut_data:94, torch_data:93, c:6, w:83, h:10, i+1:26935, err:1.0 
dut_data:81, torch_data:80, c:2, w:86, h:10, i+1:26979, err:1.0 
dut_data:83, torch_data:82, c:10, w:91, h:10, i+1:27067, err:1.0 
dut_data:81, torch_data:80, c:4, w:92, h:10, i+1:27077, err:1.0 
dut_data:81, torch_data:80, c:11, w:98, h:10, i+1:27180, err:1.0 
dut_data:78, torch_data:77, c:5, w:101, h:10, i+1:27222, err:1.0 
dut_data:87, torch_data:86, c:2, w:102, h:10, i+1:27235, err:1.0 
dut_data:81, torch_data:80, c:10, w:103, h:10, i+1:27259, err:1.0 
dut_data:86, torch_data:85, c:0, w:105, h:10, i+1:27281, err:1.0 
dut_data:77, torch_data:76, c:14, w:107, h:10, i+1:27327, err:1.0 
dut_data:92, torch_data:91, c:6, w:115, h:10, i+1:27447, err:1.0 
dut_data:86, torch_data:85, c:13, w:115, h:10, i+1:27454, err:1.0 
dut_data:82, torch_data:81, c:3, w:116, h:10, i+1:27460, err:1.0 
dut_data:78, torch_data:77, c:11, w:122, h:10, i+1:27564, err:1.0 
dut_data:79, torch_data:78, c:10, w:123, h:10, i+1:27579, err:1.0 
dut_data:82, torch_data:81, c:2, w:124, h:10, i+1:27587, err:1.0 
dut_data:98, torch_data:97, c:5, w:126, h:10, i+1:27622, err:1.0 
dut_data:79, torch_data:78, c:10, w:131, h:10, i+1:27707, err:1.0 
dut_data:80, torch_data:79, c:6, w:132, h:10, i+1:27719, err:1.0 
dut_data:80, torch_data:79, c:12, w:132, h:10, i+1:27725, err:1.0 
dut_data:87, torch_data:86, c:2, w:137, h:10, i+1:27795, err:1.0 
dut_data:77, torch_data:76, c:15, w:142, h:10, i+1:27888, err:1.0 
dut_data:90, torch_data:89, c:6, w:147, h:10, i+1:27959, err:1.0 
dut_data:90, torch_data:89, c:6, w:149, h:10, i+1:27991, err:1.0 
dut_data:77, torch_data:76, c:2, w:150, h:10, i+1:28003, err:1.0 
dut_data:82, torch_data:81, c:1, w:151, h:10, i+1:28018, err:1.0 
dut_data:82, torch_data:81, c:13, w:152, h:10, i+1:28046, err:1.0 
dut_data:78, torch_data:77, c:7, w:153, h:10, i+1:28056, err:1.0 
dut_data:87, torch_data:86, c:14, w:153, h:10, i+1:28063, err:1.0 
dut_data:85, torch_data:84, c:9, w:154, h:10, i+1:28074, err:1.0 
dut_data:85, torch_data:84, c:14, w:156, h:10, i+1:28111, err:1.0 
dut_data:77, torch_data:76, c:8, w:157, h:10, i+1:28121, err:1.0 
dut_data:80, torch_data:79, c:12, w:158, h:10, i+1:28141, err:1.0 
dut_data:77, torch_data:76, c:7, w:1, h:11, i+1:28184, err:1.0 
dut_data:78, torch_data:77, c:8, w:2, h:11, i+1:28201, err:1.0 
dut_data:77, torch_data:76, c:15, w:4, h:11, i+1:28240, err:1.0 
dut_data:82, torch_data:81, c:5, w:5, h:11, i+1:28246, err:1.0 
dut_data:92, torch_data:91, c:6, w:5, h:11, i+1:28247, err:1.0 
dut_data:79, torch_data:78, c:10, w:6, h:11, i+1:28267, err:1.0 
dut_data:78, torch_data:77, c:14, w:7, h:11, i+1:28287, err:1.0 
dut_data:80, torch_data:79, c:4, w:8, h:11, i+1:28293, err:1.0 
dut_data:87, torch_data:86, c:9, w:10, h:11, i+1:28330, err:1.0 
dut_data:81, torch_data:80, c:11, w:10, h:11, i+1:28332, err:1.0 
dut_data:89, torch_data:88, c:0, w:12, h:11, i+1:28353, err:1.0 
dut_data:88, torch_data:87, c:5, w:14, h:11, i+1:28390, err:1.0 
dut_data:80, torch_data:79, c:2, w:18, h:11, i+1:28451, err:1.0 
dut_data:79, torch_data:78, c:7, w:19, h:11, i+1:28472, err:1.0 
dut_data:93, torch_data:92, c:0, w:28, h:11, i+1:28609, err:1.0 
dut_data:83, torch_data:82, c:10, w:41, h:11, i+1:28827, err:1.0 
dut_data:89, torch_data:88, c:9, w:43, h:11, i+1:28858, err:1.0 
dut_data:82, torch_data:81, c:12, w:45, h:11, i+1:28893, err:1.0 
dut_data:88, torch_data:87, c:14, w:49, h:11, i+1:28959, err:1.0 
dut_data:81, torch_data:80, c:6, w:51, h:11, i+1:28983, err:1.0 
dut_data:77, torch_data:76, c:10, w:51, h:11, i+1:28987, err:1.0 
dut_data:82, torch_data:81, c:15, w:53, h:11, i+1:29024, err:1.0 
dut_data:83, torch_data:82, c:12, w:65, h:11, i+1:29213, err:1.0 
dut_data:80, torch_data:79, c:2, w:66, h:11, i+1:29219, err:1.0 
dut_data:80, torch_data:79, c:3, w:76, h:11, i+1:29380, err:1.0 
dut_data:89, torch_data:88, c:4, w:76, h:11, i+1:29381, err:1.0 
dut_data:79, torch_data:78, c:13, w:80, h:11, i+1:29454, err:1.0 
dut_data:79, torch_data:78, c:12, w:81, h:11, i+1:29469, err:1.0 
dut_data:81, torch_data:80, c:1, w:82, h:11, i+1:29474, err:1.0 
dut_data:81, torch_data:80, c:9, w:85, h:11, i+1:29530, err:1.0 
dut_data:82, torch_data:81, c:2, w:89, h:11, i+1:29587, err:1.0 
dut_data:87, torch_data:86, c:6, w:93, h:11, i+1:29655, err:1.0 
dut_data:82, torch_data:81, c:12, w:97, h:11, i+1:29725, err:1.0 
dut_data:80, torch_data:79, c:13, w:111, h:11, i+1:29950, err:1.0 
dut_data:82, torch_data:81, c:10, w:115, h:11, i+1:30011, err:1.0 
dut_data:77, torch_data:76, c:5, w:117, h:11, i+1:30038, err:1.0 
dut_data:79, torch_data:78, c:15, w:117, h:11, i+1:30048, err:1.0 
dut_data:79, torch_data:78, c:0, w:121, h:11, i+1:30097, err:1.0 
dut_data:89, torch_data:88, c:14, w:121, h:11, i+1:30111, err:1.0 
dut_data:87, torch_data:86, c:14, w:125, h:11, i+1:30175, err:1.0 
dut_data:77, torch_data:76, c:9, w:126, h:11, i+1:30186, err:1.0 
dut_data:79, torch_data:78, c:10, w:128, h:11, i+1:30219, err:1.0 
dut_data:80, torch_data:79, c:11, w:130, h:11, i+1:30252, err:1.0 
dut_data:91, torch_data:90, c:6, w:131, h:11, i+1:30263, err:1.0 
dut_data:79, torch_data:78, c:7, w:131, h:11, i+1:30264, err:1.0 
dut_data:79, torch_data:78, c:10, w:131, h:11, i+1:30267, err:1.0 
dut_data:84, torch_data:83, c:4, w:139, h:11, i+1:30389, err:1.0 
dut_data:77, torch_data:76, c:7, w:147, h:11, i+1:30520, err:1.0 
dut_data:83, torch_data:82, c:3, w:148, h:11, i+1:30532, err:1.0 
dut_data:88, torch_data:87, c:15, w:148, h:11, i+1:30544, err:1.0 
dut_data:84, torch_data:83, c:3, w:150, h:11, i+1:30564, err:1.0 
dut_data:85, torch_data:84, c:13, w:150, h:11, i+1:30574, err:1.0 
dut_data:78, torch_data:77, c:12, w:155, h:11, i+1:30653, err:1.0 
dut_data:89, torch_data:88, c:13, w:0, h:12, i+1:30734, err:1.0 
dut_data:77, torch_data:76, c:13, w:1, h:12, i+1:30750, err:1.0 
dut_data:95, torch_data:94, c:6, w:3, h:12, i+1:30775, err:1.0 
dut_data:81, torch_data:80, c:9, w:4, h:12, i+1:30794, err:1.0 
dut_data:77, torch_data:76, c:9, w:10, h:12, i+1:30890, err:1.0 
dut_data:86, torch_data:85, c:0, w:12, h:12, i+1:30913, err:1.0 
dut_data:82, torch_data:81, c:14, w:13, h:12, i+1:30943, err:1.0 
dut_data:78, torch_data:77, c:15, w:13, h:12, i+1:30944, err:1.0 
dut_data:83, torch_data:82, c:9, w:16, h:12, i+1:30986, err:1.0 
dut_data:87, torch_data:86, c:13, w:19, h:12, i+1:31038, err:1.0 
dut_data:79, torch_data:78, c:9, w:20, h:12, i+1:31050, err:1.0 
dut_data:79, torch_data:78, c:5, w:25, h:12, i+1:31126, err:1.0 
dut_data:82, torch_data:81, c:14, w:31, h:12, i+1:31231, err:1.0 
dut_data:82, torch_data:81, c:13, w:32, h:12, i+1:31246, err:1.0 
dut_data:98, torch_data:97, c:6, w:35, h:12, i+1:31287, err:1.0 
dut_data:88, torch_data:87, c:1, w:36, h:12, i+1:31298, err:1.0 
dut_data:77, torch_data:76, c:8, w:38, h:12, i+1:31337, err:1.0 
dut_data:85, torch_data:84, c:10, w:43, h:12, i+1:31419, err:1.0 
dut_data:81, torch_data:80, c:3, w:44, h:12, i+1:31428, err:1.0 
dut_data:82, torch_data:81, c:9, w:44, h:12, i+1:31434, err:1.0 
dut_data:86, torch_data:85, c:14, w:49, h:12, i+1:31519, err:1.0 
dut_data:78, torch_data:77, c:8, w:50, h:12, i+1:31529, err:1.0 
dut_data:94, torch_data:93, c:13, w:51, h:12, i+1:31550, err:1.0 
dut_data:81, torch_data:80, c:9, w:53, h:12, i+1:31578, err:1.0 
dut_data:80, torch_data:79, c:13, w:54, h:12, i+1:31598, err:1.0 
dut_data:78, torch_data:77, c:8, w:61, h:12, i+1:31705, err:1.0 
dut_data:96, torch_data:95, c:13, w:63, h:12, i+1:31742, err:1.0 
dut_data:77, torch_data:76, c:12, w:66, h:12, i+1:31789, err:1.0 
dut_data:97, torch_data:96, c:6, w:67, h:12, i+1:31799, err:1.0 
dut_data:86, torch_data:85, c:1, w:68, h:12, i+1:31810, err:1.0 
dut_data:79, torch_data:78, c:6, w:68, h:12, i+1:31815, err:1.0 
dut_data:82, torch_data:81, c:11, w:70, h:12, i+1:31852, err:1.0 
dut_data:77, torch_data:76, c:1, w:71, h:12, i+1:31858, err:1.0 
dut_data:90, torch_data:89, c:2, w:73, h:12, i+1:31891, err:1.0 
dut_data:80, torch_data:79, c:7, w:75, h:12, i+1:31928, err:1.0 
dut_data:81, torch_data:80, c:0, w:76, h:12, i+1:31937, err:1.0 
dut_data:81, torch_data:80, c:12, w:78, h:12, i+1:31981, err:1.0 
dut_data:80, torch_data:79, c:11, w:82, h:12, i+1:32044, err:1.0 
dut_data:88, torch_data:87, c:15, w:84, h:12, i+1:32080, err:1.0 
dut_data:91, torch_data:90, c:6, w:85, h:12, i+1:32087, err:1.0 
dut_data:80, torch_data:79, c:2, w:86, h:12, i+1:32099, err:1.0 
dut_data:87, torch_data:86, c:5, w:86, h:12, i+1:32102, err:1.0 
dut_data:82, torch_data:81, c:14, w:89, h:12, i+1:32159, err:1.0 
dut_data:78, torch_data:77, c:9, w:96, h:12, i+1:32266, err:1.0 
dut_data:80, torch_data:79, c:15, w:101, h:12, i+1:32352, err:1.0 
dut_data:78, torch_data:77, c:6, w:103, h:12, i+1:32375, err:1.0 
dut_data:87, torch_data:86, c:12, w:105, h:12, i+1:32413, err:1.0 
dut_data:78, torch_data:77, c:10, w:107, h:12, i+1:32443, err:1.0 
dut_data:91, torch_data:90, c:14, w:113, h:12, i+1:32543, err:1.0 
dut_data:78, torch_data:77, c:5, w:118, h:12, i+1:32614, err:1.0 
dut_data:80, torch_data:79, c:9, w:123, h:12, i+1:32698, err:1.0 
dut_data:85, torch_data:84, c:0, w:124, h:12, i+1:32705, err:1.0 
dut_data:102, torch_data:101, c:5, w:126, h:12, i+1:32742, err:1.0 
dut_data:85, torch_data:84, c:6, w:132, h:12, i+1:32839, err:1.0 
dut_data:92, torch_data:91, c:6, w:133, h:12, i+1:32855, err:1.0 
dut_data:81, torch_data:80, c:9, w:133, h:12, i+1:32858, err:1.0 
dut_data:80, torch_data:79, c:2, w:134, h:12, i+1:32867, err:1.0 
dut_data:89, torch_data:88, c:0, w:137, h:12, i+1:32913, err:1.0 
dut_data:91, torch_data:90, c:2, w:137, h:12, i+1:32915, err:1.0 
dut_data:84, torch_data:83, c:0, w:140, h:12, i+1:32961, err:1.0 
dut_data:79, torch_data:78, c:7, w:141, h:12, i+1:32984, err:1.0 
dut_data:77, torch_data:76, c:0, w:142, h:12, i+1:32993, err:1.0 
dut_data:87, torch_data:86, c:7, w:142, h:12, i+1:33000, err:1.0 
dut_data:83, torch_data:82, c:11, w:145, h:12, i+1:33052, err:1.0 
dut_data:81, torch_data:80, c:7, w:147, h:12, i+1:33080, err:1.0 
dut_data:91, torch_data:90, c:13, w:147, h:12, i+1:33086, err:1.0 
dut_data:89, torch_data:88, c:6, w:148, h:12, i+1:33095, err:1.0 
dut_data:80, torch_data:79, c:13, w:151, h:12, i+1:33150, err:1.0 
dut_data:84, torch_data:83, c:10, w:153, h:12, i+1:33179, err:1.0 
dut_data:79, torch_data:78, c:9, w:155, h:12, i+1:33210, err:1.0 
dut_data:79, torch_data:78, c:2, w:156, h:12, i+1:33219, err:1.0 
dut_data:79, torch_data:78, c:1, w:1, h:13, i+1:33298, err:1.0 
dut_data:81, torch_data:80, c:2, w:2, h:13, i+1:33315, err:1.0 
dut_data:86, torch_data:85, c:7, w:2, h:13, i+1:33320, err:1.0 
dut_data:79, torch_data:78, c:9, w:4, h:13, i+1:33354, err:1.0 
dut_data:79, torch_data:78, c:12, w:4, h:13, i+1:33357, err:1.0 
dut_data:81, torch_data:80, c:10, w:9, h:13, i+1:33435, err:1.0 
dut_data:93, torch_data:92, c:15, w:10, h:13, i+1:33456, err:1.0 
dut_data:83, torch_data:82, c:7, w:11, h:13, i+1:33464, err:1.0 
dut_data:86, torch_data:85, c:15, w:20, h:13, i+1:33616, err:1.0 
dut_data:79, torch_data:78, c:9, w:22, h:13, i+1:33642, err:1.0 
dut_data:100, torch_data:99, c:13, w:23, h:13, i+1:33662, err:1.0 
dut_data:79, torch_data:78, c:14, w:29, h:13, i+1:33759, err:1.0 
dut_data:79, torch_data:78, c:0, w:30, h:13, i+1:33761, err:1.0 
dut_data:86, torch_data:85, c:5, w:33, h:13, i+1:33814, err:1.0 
dut_data:81, torch_data:80, c:1, w:35, h:13, i+1:33842, err:1.0 
dut_data:78, torch_data:77, c:11, w:35, h:13, i+1:33852, err:1.0 
dut_data:87, torch_data:86, c:1, w:36, h:13, i+1:33858, err:1.0 
dut_data:101, torch_data:100, c:6, w:37, h:13, i+1:33879, err:1.0 
dut_data:84, torch_data:83, c:11, w:40, h:13, i+1:33932, err:1.0 
dut_data:85, torch_data:84, c:0, w:41, h:13, i+1:33937, err:1.0 
dut_data:80, torch_data:79, c:10, w:41, h:13, i+1:33947, err:1.0 
dut_data:93, torch_data:92, c:11, w:42, h:13, i+1:33964, err:1.0 
dut_data:88, torch_data:87, c:5, w:46, h:13, i+1:34022, err:1.0 
dut_data:86, torch_data:85, c:12, w:46, h:13, i+1:34029, err:1.0 
dut_data:78, torch_data:77, c:15, w:46, h:13, i+1:34032, err:1.0 
dut_data:84, torch_data:83, c:14, w:47, h:13, i+1:34047, err:1.0 
dut_data:79, torch_data:78, c:7, w:48, h:13, i+1:34056, err:1.0 
dut_data:84, torch_data:83, c:5, w:49, h:13, i+1:34070, err:1.0 
dut_data:81, torch_data:80, c:7, w:51, h:13, i+1:34104, err:1.0 
dut_data:77, torch_data:76, c:13, w:56, h:13, i+1:34190, err:1.0 
dut_data:77, torch_data:76, c:7, w:58, h:13, i+1:34216, err:1.0 
dut_data:82, torch_data:81, c:11, w:61, h:13, i+1:34268, err:1.0 
dut_data:86, torch_data:85, c:3, w:63, h:13, i+1:34292, err:1.0 
dut_data:86, torch_data:85, c:13, w:63, h:13, i+1:34302, err:1.0 
dut_data:79, torch_data:78, c:10, w:71, h:13, i+1:34427, err:1.0 
dut_data:78, torch_data:77, c:4, w:73, h:13, i+1:34453, err:1.0 
dut_data:82, torch_data:81, c:7, w:74, h:13, i+1:34472, err:1.0 
dut_data:84, torch_data:83, c:7, w:75, h:13, i+1:34488, err:1.0 
dut_data:85, torch_data:84, c:4, w:76, h:13, i+1:34501, err:1.0 
dut_data:89, torch_data:88, c:13, w:79, h:13, i+1:34558, err:1.0 
dut_data:90, torch_data:89, c:13, w:83, h:13, i+1:34622, err:1.0 
dut_data:83, torch_data:82, c:0, w:89, h:13, i+1:34705, err:1.0 
dut_data:82, torch_data:81, c:15, w:92, h:13, i+1:34768, err:1.0 
dut_data:82, torch_data:81, c:11, w:97, h:13, i+1:34844, err:1.0 
dut_data:78, torch_data:77, c:1, w:99, h:13, i+1:34866, err:1.0 
dut_data:90, torch_data:89, c:14, w:105, h:13, i+1:34975, err:1.0 
dut_data:92, torch_data:91, c:9, w:107, h:13, i+1:35002, err:1.0 
dut_data:80, torch_data:79, c:1, w:113, h:13, i+1:35090, err:1.0 
dut_data:87, torch_data:86, c:2, w:118, h:13, i+1:35171, err:1.0 
dut_data:86, torch_data:85, c:11, w:120, h:13, i+1:35212, err:1.0 
dut_data:84, torch_data:83, c:0, w:126, h:13, i+1:35297, err:1.0 
dut_data:77, torch_data:76, c:3, w:127, h:13, i+1:35316, err:1.0 
dut_data:79, torch_data:78, c:13, w:127, h:13, i+1:35326, err:1.0 
dut_data:82, torch_data:81, c:13, w:128, h:13, i+1:35342, err:1.0 
dut_data:79, torch_data:78, c:1, w:131, h:13, i+1:35378, err:1.0 
dut_data:77, torch_data:76, c:12, w:131, h:13, i+1:35389, err:1.0 
dut_data:93, torch_data:92, c:14, w:137, h:13, i+1:35487, err:1.0 
dut_data:89, torch_data:88, c:0, w:140, h:13, i+1:35521, err:1.0 
dut_data:78, torch_data:77, c:0, w:142, h:13, i+1:35553, err:1.0 
dut_data:84, torch_data:83, c:14, w:143, h:13, i+1:35583, err:1.0 
dut_data:77, torch_data:76, c:12, w:148, h:13, i+1:35661, err:1.0 
dut_data:78, torch_data:77, c:15, w:149, h:13, i+1:35680, err:1.0 
dut_data:82, torch_data:81, c:11, w:154, h:13, i+1:35756, err:1.0 
dut_data:80, torch_data:79, c:4, w:155, h:13, i+1:35765, err:1.0 
dut_data:90, torch_data:89, c:15, w:156, h:13, i+1:35792, err:1.0 
dut_data:96, torch_data:95, c:6, w:159, h:13, i+1:35831, err:1.0 
dut_data:84, torch_data:83, c:5, w:1, h:14, i+1:35862, err:1.0 
dut_data:80, torch_data:79, c:14, w:1, h:14, i+1:35871, err:1.0 
dut_data:88, torch_data:87, c:7, w:2, h:14, i+1:35880, err:1.0 
dut_data:88, torch_data:87, c:0, w:9, h:14, i+1:35985, err:1.0 
dut_data:79, torch_data:78, c:9, w:11, h:14, i+1:36026, err:1.0 
dut_data:80, torch_data:79, c:9, w:16, h:14, i+1:36106, err:1.0 
dut_data:83, torch_data:82, c:14, w:17, h:14, i+1:36127, err:1.0 
dut_data:77, torch_data:76, c:11, w:18, h:14, i+1:36140, err:1.0 
dut_data:89, torch_data:88, c:6, w:20, h:14, i+1:36167, err:1.0 
dut_data:77, torch_data:76, c:4, w:21, h:14, i+1:36181, err:1.0 
dut_data:81, torch_data:80, c:7, w:26, h:14, i+1:36264, err:1.0 
dut_data:85, torch_data:84, c:14, w:29, h:14, i+1:36319, err:1.0 
dut_data:90, torch_data:89, c:13, w:32, h:14, i+1:36366, err:1.0 
dut_data:84, torch_data:83, c:1, w:34, h:14, i+1:36386, err:1.0 
dut_data:80, torch_data:79, c:2, w:34, h:14, i+1:36387, err:1.0 
dut_data:80, torch_data:79, c:11, w:34, h:14, i+1:36396, err:1.0 
dut_data:89, torch_data:88, c:6, w:36, h:14, i+1:36423, err:1.0 
dut_data:79, torch_data:78, c:0, w:38, h:14, i+1:36449, err:1.0 
dut_data:83, torch_data:82, c:10, w:39, h:14, i+1:36475, err:1.0 
dut_data:93, torch_data:92, c:2, w:41, h:14, i+1:36499, err:1.0 
dut_data:80, torch_data:79, c:7, w:42, h:14, i+1:36520, err:1.0 
dut_data:82, torch_data:81, c:9, w:44, h:14, i+1:36554, err:1.0 
dut_data:81, torch_data:80, c:0, w:46, h:14, i+1:36577, err:1.0 
dut_data:82, torch_data:81, c:2, w:50, h:14, i+1:36643, err:1.0 
dut_data:83, torch_data:82, c:9, w:53, h:14, i+1:36698, err:1.0 
dut_data:81, torch_data:80, c:3, w:55, h:14, i+1:36724, err:1.0 
dut_data:83, torch_data:82, c:10, w:55, h:14, i+1:36731, err:1.0 
dut_data:104, torch_data:103, c:13, w:63, h:14, i+1:36862, err:1.0 
dut_data:85, torch_data:84, c:7, w:65, h:14, i+1:36888, err:1.0 
dut_data:83, torch_data:82, c:13, w:66, h:14, i+1:36910, err:1.0 
dut_data:96, torch_data:95, c:6, w:67, h:14, i+1:36919, err:1.0 
dut_data:80, torch_data:79, c:8, w:67, h:14, i+1:36921, err:1.0 
dut_data:87, torch_data:86, c:9, w:74, h:14, i+1:37034, err:1.0 
dut_data:85, torch_data:84, c:14, w:81, h:14, i+1:37151, err:1.0 
dut_data:95, torch_data:94, c:13, w:83, h:14, i+1:37182, err:1.0 
dut_data:77, torch_data:76, c:2, w:84, h:14, i+1:37187, err:1.0 
dut_data:89, torch_data:88, c:6, w:85, h:14, i+1:37207, err:1.0 
dut_data:77, torch_data:76, c:5, w:86, h:14, i+1:37222, err:1.0 
dut_data:89, torch_data:88, c:3, w:92, h:14, i+1:37316, err:1.0 
dut_data:78, torch_data:77, c:14, w:95, h:14, i+1:37375, err:1.0 
dut_data:81, torch_data:80, c:11, w:98, h:14, i+1:37420, err:1.0 
dut_data:89, torch_data:88, c:6, w:101, h:14, i+1:37463, err:1.0 
dut_data:88, torch_data:87, c:10, w:103, h:14, i+1:37499, err:1.0 
dut_data:78, torch_data:77, c:4, w:106, h:14, i+1:37541, err:1.0 
dut_data:83, torch_data:82, c:9, w:106, h:14, i+1:37546, err:1.0 
dut_data:79, torch_data:78, c:9, w:107, h:14, i+1:37562, err:1.0 
dut_data:84, torch_data:83, c:0, w:108, h:14, i+1:37569, err:1.0 
dut_data:109, torch_data:108, c:5, w:110, h:14, i+1:37606, err:1.0 
dut_data:86, torch_data:85, c:5, w:113, h:14, i+1:37654, err:1.0 
dut_data:91, torch_data:90, c:10, w:119, h:14, i+1:37755, err:1.0 
dut_data:78, torch_data:77, c:13, w:119, h:14, i+1:37758, err:1.0 
dut_data:82, torch_data:81, c:14, w:119, h:14, i+1:37759, err:1.0 
dut_data:89, torch_data:88, c:0, w:121, h:14, i+1:37777, err:1.0 
dut_data:91, torch_data:90, c:2, w:121, h:14, i+1:37779, err:1.0 
dut_data:90, torch_data:89, c:0, w:124, h:14, i+1:37825, err:1.0 
dut_data:80, torch_data:79, c:11, w:128, h:14, i+1:37900, err:1.0 
dut_data:94, torch_data:93, c:10, w:137, h:14, i+1:38043, err:1.0 
dut_data:78, torch_data:77, c:4, w:140, h:14, i+1:38085, err:1.0 
